"","subject","type","item","condition","question","correct_answer","response","rt","group"
"5675","L1 32","gap",14,-0.5,"!","{No}",1,2863,"L1"
"5679","L1 32","gap",16,-0.5,"!","{Yes}",0,2220,"L1"
"5727","L1 32","gap",13,0.5,"!","{No}",1,2441,"L1"
"5733","L1 32","gap",18,-0.5,"!","{No}",1,1368,"L1"
"5783","L1 33","gap",19,-0.5,"!","{No}",1,1556,"L1"
"5802","L1 33","gap",16,0.5,"!","{Yes}",0,2659,"L1"
"5806","L1 33","gap",21,-0.5,"!","{Yes}",0,1519,"L1"
"5816","L1 33","gap",15,-0.5,"!","{Yes}",0,2567,"L1"
"5823","L1 33","gap",13,-0.5,"!","{Yes}",0,1124,"L1"
"5832","L1 33","gap",18,0.5,"!","{Yes}",0,4982,"L1"
"5869","L1 33","gap",20,0.5,"!","{No}",1,2763,"L1"
"5875","L1 33","gap",23,-0.5,"!","{No}",1,3186,"L1"
"5910","L1 33","gap",22,0.5,"!","{Yes}",0,1640,"L1"
"5914","L1 33","gap",17,-0.5,"!","{No}",1,2107,"L1"
"5918","L1 33","gap",24,0.5,"!","{No}",1,4020,"L1"
"5924","L1 33","gap",14,0.5,"!","{Yes}",0,1996,"L1"
"5973","L1 34","gap",15,0.5,"!","{No}",1,2984,"L1"
"5995","L1 34","gap",20,-0.5,"!","{Yes}",0,1623,"L1"
"6002","L1 34","gap",24,-0.5,"!","{Yes}",0,1538,"L1"
"6035","L1 34","gap",13,0.5,"!","{Yes}",0,1382,"L1"
"6038","L1 34","gap",18,-0.5,"!","{Yes}",0,1147,"L1"
"6044","L1 34","gap",16,-0.5,"!","{No}",1,2524,"L1"
"6057","L1 34","gap",19,0.5,"!","{Yes}",0,2475,"L1"
"6069","L1 34","gap",23,0.5,"!","{Yes}",0,1373,"L1"
"6080","L1 34","gap",22,-0.5,"!","{Yes}",0,1758,"L1"
"6094","L1 34","gap",21,0.5,"!","{No}",1,1387,"L1"
"6105","L1 34","gap",17,0.5,"!","{Yes}",0,1393,"L1"
"6112","L1 34","gap",14,-0.5,"!","{Yes}",0,1686,"L1"
"6153","L1 35","gap",17,-0.5,"!","{No}",1,3181,"L1"
"6183","L1 35","gap",22,0.5,"!","{No}",1,1963,"L1"
"6193","L1 35","gap",18,0.5,"!","{No}",1,1832,"L1"
"6199","L1 35","gap",23,-0.5,"!","{No}",1,2537,"L1"
"6221","L1 35","gap",19,-0.5,"!","{No}",1,1288,"L1"
"6227","L1 35","gap",21,-0.5,"!","{Yes}",0,1318,"L1"
"6241","L1 35","gap",24,0.5,"!","{Yes}",0,1625,"L1"
"6266","L1 35","gap",13,-0.5,"!","{Yes}",0,1257,"L1"
"6275","L1 35","gap",20,0.5,"!","{No}",1,1822,"L1"
"6283","L1 35","gap",16,0.5,"!","{No}",1,2180,"L1"
"6291","L1 35","gap",14,0.5,"!","{Yes}",0,1623,"L1"
"6295","L1 35","gap",15,-0.5,"!","{Yes}",0,1356,"L1"
"6315","L1 36","gap",19,0.5,"!","{Yes}",0,1704,"L1"
"6328","L1 36","gap",15,0.5,"!","{Yes}",0,1600,"L1"
"6355","L1 36","gap",21,0.5,"!","{Yes}",0,1631,"L1"
"6362","L1 36","gap",14,-0.5,"!","{Yes}",0,4033,"L1"
"6370","L1 36","gap",16,-0.5,"!","{Yes}",0,2644,"L1"
"6374","L1 36","gap",23,0.5,"!","{Yes}",0,3608,"L1"
"6402","L1 36","gap",18,-0.5,"!","{No}",1,1923,"L1"
"6421","L1 36","gap",22,-0.5,"!","{No}",1,3771,"L1"
"6427","L1 36","gap",24,-0.5,"!","{Yes}",0,1297,"L1"
"6434","L1 36","gap",17,0.5,"!","{No}",1,2856,"L1"
"6438","L1 36","gap",20,-0.5,"!","{No}",1,2827,"L1"
"6475","L1 36","gap",13,0.5,"!","{Yes}",0,1470,"L1"
"6500","L1 37","gap",15,-0.5,"!","{No}",1,4192,"L1"
"6507","L1 37","gap",21,-0.5,"!","{Yes}",0,1485,"L1"
"6513","L1 37","gap",13,-0.5,"!","{Yes}",0,1948,"L1"
"6556","L1 37","gap",20,0.5,"!","{No}",1,1517,"L1"
"6560","L1 37","gap",24,0.5,"!","{Yes}",0,2180,"L1"
"6563","L1 37","gap",23,-0.5,"!","{Yes}",0,1551,"L1"
"6596","L1 37","gap",19,-0.5,"!","{Yes}",0,2157,"L1"
"6602","L1 37","gap",22,0.5,"!","{Yes}",0,1280,"L1"
"6614","L1 37","gap",17,-0.5,"!","{Yes}",0,1195,"L1"
"6629","L1 37","gap",16,0.5,"!","{No}",1,1952,"L1"
"6642","L1 37","gap",14,0.5,"!","{Yes}",0,1384,"L1"
"6652","L1 37","gap",18,0.5,"!","{Yes}",0,2651,"L1"
"6680","L1 38","gap",19,0.5,"!","{No}",1,2356,"L1"
"6691","L1 38","gap",14,-0.5,"!","{Yes}",0,1305,"L1"
"6702","L1 38","gap",16,-0.5,"!","{No}",1,1711,"L1"
"6716","L1 38","gap",17,0.5,"!","{Yes}",0,857,"L1"
"6730","L1 38","gap",20,-0.5,"!","{No}",1,2419,"L1"
"6747","L1 38","gap",22,-0.5,"!","{No}",1,1964,"L1"
"6750","L1 38","gap",23,0.5,"!","{No}",1,2227,"L1"
"6760","L1 38","gap",18,-0.5,"!","{No}",1,2385,"L1"
"6795","L1 38","gap",24,-0.5,"!","{No}",1,2835,"L1"
"6802","L1 38","gap",21,0.5,"!","{Yes}",0,1532,"L1"
"6826","L1 38","gap",15,0.5,"!","{No}",1,3195,"L1"
"6833","L1 38","gap",13,0.5,"!","{No}",1,3360,"L1"
"6861","L1 39","gap",23,-0.5,"!","{No}",1,3008,"L1"
"6894","L1 39","gap",17,-0.5,"!","{No}",1,2150,"L1"
"6901","L1 39","gap",22,0.5,"!","{No}",1,2732,"L1"
"6922","L1 39","gap",13,-0.5,"!","{Yes}",0,1387,"L1"
"6925","L1 39","gap",14,0.5,"!","{Yes}",0,1455,"L1"
"6933","L1 39","gap",15,-0.5,"!","{No}",1,2848,"L1"
"6940","L1 39","gap",24,0.5,"!","{No}",1,3915,"L1"
"6944","L1 39","gap",16,0.5,"!","{No}",1,3198,"L1"
"6954","L1 39","gap",20,0.5,"!","{No}",1,2536,"L1"
"6994","L1 39","gap",19,-0.5,"!","{No}",1,2180,"L1"
"6997","L1 39","gap",18,0.5,"!","{No}",1,2636,"L1"
"7015","L1 39","gap",21,-0.5,"!","{Yes}",0,2590,"L1"
"7042","L1 40","gap",20,-0.5,"!","{Yes}",0,1436,"L1"
"7059","L1 40","gap",17,0.5,"!","{Yes}",0,1848,"L1"
"7070","L1 40","gap",22,-0.5,"!","{Yes}",0,1252,"L1"
"7082","L1 40","gap",14,-0.5,"!","{Yes}",0,2522,"L1"
"7101","L1 40","gap",24,-0.5,"!","{Yes}",0,2096,"L1"
"7118","L1 40","gap",15,0.5,"!","{Yes}",0,1758,"L1"
"7122","L1 40","gap",13,0.5,"!","{Yes}",0,1804,"L1"
"7132","L1 40","gap",18,-0.5,"!","{Yes}",0,1621,"L1"
"7135","L1 40","gap",21,0.5,"!","{Yes}",0,2009,"L1"
"7142","L1 40","gap",23,0.5,"!","{Yes}",0,1173,"L1"
"7185","L1 40","gap",16,-0.5,"!","{Yes}",0,5053,"L1"
"7191","L1 40","gap",19,0.5,"!","{Yes}",0,1843,"L1"
